period,ticker,horizon,method,replicate,n_dates,median_mae,mean_mae,mse,crps,coverage,width,bias,median_mae_pct,crps_pct,width_pct,rmse
2025,GS,1,Adaptive volatility,2.0,249.0,9.129953292242144,9.112327218712586,150.64599571927258,6.743432812382075,0.9344042838018742,42.43946465847793,-1.0949785687262878,1.38260092478786,1.0272204066252808,6.389541054266402,12.2737913112271
2025,GS,1,Directional,2.0,249.0,9.129953292242144,9.112327218712586,150.64599571927258,6.743432812382075,0.9344042838018742,42.43946465847793,-1.0949785687262878,1.38260092478786,1.0272204066252808,6.389541054266402,12.2737913112271
2025,GS,1,JumpHMM,2.0,249.0,9.099834952174605,9.088151214929395,150.21259182962504,6.662318842563299,0.8781793842034805,34.66490295250791,-0.8664506868442755,1.3781712738811036,1.015619116746221,5.053477331341962,12.256123134018111
2025,GS,1,Unchanged,2.0,249.0,9.133212851405625,9.133212851405693,150.86364056224969,9.133212851405625,0.0,0.0,-1.2210040160643192,1.3831897692042503,1.38318976920425,0.0,12.282656087436857
2025,GS,5,Adaptive volatility,2.0,245.0,22.61780449670516,22.402438681494544,816.0706038893535,16.32358417319806,0.8979591836734694,94.86359517740232,-5.775953711932309,3.4789100134627944,2.5127606323115455,14.346918533960142,28.566948850990702
2025,GS,5,Directional,2.0,245.0,22.61780449670516,22.402438681494544,816.0706038893535,16.32358417319806,0.8979591836734694,94.86359517740232,-5.775953711932309,3.4789100134627944,2.5127606323115455,14.346918533960142,28.566948850990702
2025,GS,5,JumpHMM,2.0,245.0,22.30905818782532,22.326007800170867,807.9144585783071,16.221054479789085,0.8435374149659864,84.71355330436211,-4.68384660120394,3.4280826645942937,2.5040051452027257,12.412528411590214,28.423833023942823
2025,GS,5,Unchanged,2.0,245.0,22.61367346938776,22.613673469387802,826.8245906122479,22.613673469387752,0.0,0.0,-6.427714285714349,3.478592442580372,3.4785924425803714,0.0,28.754557736335432
2025,LLY,1,Adaptive volatility,2.0,249.0,14.056524495673585,14.013785942335474,417.2927921272388,10.632617988551093,0.9330655957161982,67.60918993600436,-0.9241976511825162,1.7248275010484662,1.3081561008130322,8.285123057919341,20.427738582638977
2025,LLY,1,Directional,2.0,249.0,14.056524495673585,14.013785942335474,417.2927921272388,10.632617988551093,0.9330655957161982,67.60918993600436,-0.9241976511825162,1.7248275010484662,1.3081561008130322,8.285123057919341,20.427738582638977
2025,LLY,1,JumpHMM,2.0,249.0,14.03370574977396,13.994968275369756,417.18306687243535,10.665821665367682,0.7751004016064257,40.23086860047636,-0.7266665947871958,1.7217985573515235,1.312086908946724,4.865303588390049,20.425059577080678
2025,LLY,1,Unchanged,2.0,249.0,14.072409638554214,14.0724096385541,417.9447730923646,14.07240963855422,0.0,0.0,-1.1912048192770563,1.726752141987195,1.7267521419871954,0.0,20.443697637471665
2025,LLY,5,Adaptive volatility,2.0,245.0,39.35433809897065,39.13096982552826,2523.538306827077,28.571748598813866,0.8435374149659864,151.37050654907924,-4.790160864997009,4.818118160851054,3.5077251077978353,18.62381592532508,50.234830675786675
2025,LLY,5,Directional,2.0,245.0,39.35433809897065,39.13096982552826,2523.538306827077,28.571748598813866,0.8435374149659864,151.37050654907924,-4.790160864997009,4.818118160851054,3.5077251077978353,18.62381592532508,50.234830675786675
2025,LLY,5,JumpHMM,2.0,245.0,39.09785360547789,38.97308950752726,2515.8100156168625,29.604369581015447,0.6993197278911566,100.39677616207915,-3.8429402037329403,4.785738433370003,3.629537379713908,12.203671227770345,50.15784802398139
2025,LLY,5,Unchanged,2.0,245.0,39.36926530612245,39.36926530612245,2536.3697155102045,39.36926530612244,0.0,0.0,-6.131551020408111,4.820110267377129,4.820110267377129,0.0,50.36238393394623
2026,GS,1,Adaptive volatility,2.0,21.0,10.596114525961932,10.633707933857757,204.51097582583694,8.719159799425938,1.0,77.20588857624053,1.8175060697624053,1.0223365839354026,0.841710284544639,7.44070939385142,14.30065688459888
2026,GS,1,Directional,2.0,21.0,10.596114525961932,10.633707933857757,204.51097582583694,8.719159799425938,1.0,77.20588857624053,1.8175060697624053,1.0223365839354026,0.841710284544639,7.44070939385142,14.30065688459888
2026,GS,1,JumpHMM,2.0,21.0,10.666738040097366,10.704163413952683,205.51629317814613,7.998299687116192,0.9047619047619048,52.385680339663395,2.144295119463241,1.0288585794057636,0.7720478636348721,5.050901870015587,14.335838997816422
2026,GS,1,Unchanged,2.0,21.0,10.594285714285748,10.59428571428577,202.46266190476737,10.594285714285755,0.047619047619047616,0.0,1.590952380952017,1.0220683869656573,1.022068386965658,0.0,14.22893748333892
2026,GS,5,Adaptive volatility,2.0,17.0,15.483271379743504,15.839841147375061,444.0927860738191,15.578141049912544,1.0,176.1813476856037,7.846897820664793,1.48197569899591,1.4945194476667412,16.929447511129542,21.073408197703667
2026,GS,5,Directional,2.0,17.0,15.483271379743504,15.839841147375061,444.0927860738191,15.578141049912544,1.0,176.1813476856037,7.846897820664793,1.48197569899591,1.4945194476667412,16.929447511129542,21.073408197703667
2026,GS,5,JumpHMM,2.0,17.0,16.25466255323755,16.26832740598402,471.18543046502685,13.025557832516938,1.0,129.04932938450824,9.033516271630548,1.55464908611009,1.2478156439447936,12.401607966465628,21.706732929727337
2026,GS,5,Unchanged,2.0,17.0,15.508235294117702,15.508235294117606,428.8995852941059,15.508235294117705,0.0,0.0,6.462941176470334,1.4843206524051826,1.4843206524051835,0.0,20.7098910015023
2026,LLY,1,Adaptive volatility,2.0,21.0,18.98232944937999,19.096298095440446,664.3521894543984,14.472579880387315,0.7619047619047619,83.93134671702788,-2.3637186803189976,1.5911614029547179,1.2156063503098196,7.035835850487357,25.775022063787503
2026,LLY,1,Directional,2.0,21.0,18.98232944937999,19.096298095440446,664.3521894543984,14.472579880387315,0.7619047619047619,83.93134671702788,-2.3637186803189976,1.5911614029547179,1.2156063503098196,7.035835850487357,25.775022063787503
2026,LLY,1,JumpHMM,2.0,21.0,19.106022757344874,19.1925464891637,662.8045870041651,14.724953757486231,0.746031746031746,58.005203814136145,-2.0026314935450595,1.6014417709713635,1.2363824595787254,4.863906362566158,25.74497899362323
2026,LLY,1,Unchanged,2.0,21.0,19.00761904761903,19.00761904761904,665.2904119047423,19.007619047619013,0.0,0.0,-2.683809523809811,1.593374888167156,1.5933748881671548,0.0,25.79322414714264
2026,LLY,5,Adaptive volatility,2.0,17.0,49.31016133468421,49.455380779393124,3404.6041298420046,33.80541983822209,0.9411764705882352,191.38394689065387,5.972410618106551,4.082660714463887,2.8013286048632775,15.880838503022515,58.34876558191096
2026,LLY,5,Directional,2.0,17.0,49.31016133468421,49.455380779393124,3404.6041298420046,33.80541983822209,0.9411764705882352,191.38394689065387,5.972410618106551,4.082660714463887,2.8013286048632775,15.880838503022515,58.34876558191096
2026,LLY,5,JumpHMM,2.0,17.0,49.439747405488156,49.572005351093615,3437.2751623024833,35.60243381179679,0.7058823529411765,147.25910087638127,7.926065040902496,4.091558727121643,2.9453280830826145,12.225985061333665,58.62817920197957
2026,LLY,5,Unchanged,2.0,17.0,49.365588235294126,49.36558823529418,3383.934424999994,49.36558823529412,0.0,0.0,4.467352941176185,4.0875691558901375,4.087569155890137,0.0,58.17159465753017
